episode,mean_V
0.000000000000000000e+00,5.295513756756757909e-03
1.000000000000000000e+00,-1.717008792357638605e-03
2.000000000000000000e+00,2.659349449893021796e-03
3.000000000000000000e+00,4.075405054512906168e-03
4.000000000000000000e+00,4.605391012983393352e-03
5.000000000000000000e+00,4.156405661400546479e-03
6.000000000000000000e+00,4.265583223530993937e-03
7.000000000000000000e+00,4.357525181556465288e-03
8.000000000000000000e+00,3.566331754283940704e-03
9.000000000000000000e+00,2.509319734169757413e-03
1.000000000000000000e+01,2.856815415061551931e-03
1.100000000000000000e+01,2.826867655513533913e-03
1.200000000000000000e+01,2.454491734724203837e-03
1.300000000000000000e+01,2.725929078729086383e-03
1.400000000000000000e+01,2.855283428250778282e-03
1.500000000000000000e+01,1.782492191984367744e-03
1.600000000000000000e+01,9.665339287121343199e-04
1.700000000000000000e+01,-1.312353562426783887e-05
1.800000000000000000e+01,-2.563696712005286943e-04
1.900000000000000000e+01,-1.262723848218610122e-05
2.000000000000000000e+01,-1.249228475167114437e-03
2.100000000000000000e+01,-1.628120226948154541e-03
2.200000000000000000e+01,-1.090137644027658380e-03
2.300000000000000000e+01,-1.510114440312433116e-03
2.400000000000000000e+01,-1.306545406992216723e-03
2.500000000000000000e+01,-1.203054193890976250e-03
2.600000000000000000e+01,-1.830547346567772387e-03
2.700000000000000000e+01,-2.731733483609140225e-03
2.800000000000000000e+01,-3.037195742653857160e-03
2.900000000000000000e+01,-4.024629197057375679e-03
3.000000000000000000e+01,-4.342558196763363250e-03
3.100000000000000000e+01,-4.940262066593152819e-03
3.200000000000000000e+01,-4.785246147791745799e-03
3.300000000000000000e+01,-4.711463840464853899e-03
3.400000000000000000e+01,-5.554999936393193588e-03
3.500000000000000000e+01,-5.929854351687858550e-03
3.600000000000000000e+01,-5.286977748442446036e-03
3.700000000000000000e+01,-5.947349994513487399e-03
3.800000000000000000e+01,-6.164182843420182474e-03
3.900000000000000000e+01,-6.028094199071831402e-03
4.000000000000000000e+01,-5.735292788230634750e-03
4.100000000000000000e+01,-6.082640671669316788e-03
4.200000000000000000e+01,-6.165915566910933239e-03
4.300000000000000000e+01,-5.706033332233025057e-03
4.400000000000000000e+01,-5.530704042926938048e-03
