episode,mean_V
0.000000000000000000e+00,-4.395493121865796660e-01
1.000000000000000000e+00,-1.195971431685218800e+00
2.000000000000000000e+00,-1.416297846014403783e+00
3.000000000000000000e+00,-1.390508725448747152e+00
4.000000000000000000e+00,-1.793258472499925205e+00
5.000000000000000000e+00,-1.905295161267076320e+00
6.000000000000000000e+00,-1.896888635448310101e+00
7.000000000000000000e+00,-1.950462639473186766e+00
8.000000000000000000e+00,-1.914933169389551493e+00
9.000000000000000000e+00,-2.164127743469710374e+00
1.000000000000000000e+01,-2.344244616080477073e+00
1.100000000000000000e+01,-2.420765795913303986e+00
1.200000000000000000e+01,-2.470086480622226244e+00
1.300000000000000000e+01,-2.686477461157169344e+00
1.400000000000000000e+01,-2.823047692415427079e+00
1.500000000000000000e+01,-2.910741679232699664e+00
1.600000000000000000e+01,-2.928464733909507345e+00
1.700000000000000000e+01,-2.612252181209795854e+00
1.800000000000000000e+01,-2.474020118450627415e+00
1.900000000000000000e+01,-2.485148639134285187e+00
2.000000000000000000e+01,-2.487577393874414788e+00
2.100000000000000000e+01,-2.531943530048528235e+00
2.200000000000000000e+01,-2.496347024418656080e+00
2.300000000000000000e+01,-2.477847505387547500e+00
2.400000000000000000e+01,-2.395320495392716964e+00
2.500000000000000000e+01,-2.476326461567719850e+00
2.600000000000000000e+01,-2.485813473870976509e+00
2.700000000000000000e+01,-2.560683220687256068e+00
2.800000000000000000e+01,-2.544369894165883661e+00
2.900000000000000000e+01,-2.553263695852849402e+00
3.000000000000000000e+01,-2.624149470833944786e+00
3.100000000000000000e+01,-2.642680024006813344e+00
3.200000000000000000e+01,-2.724781881636374248e+00
3.300000000000000000e+01,-2.770677492079431925e+00
3.400000000000000000e+01,-2.740694292310585478e+00
3.500000000000000000e+01,-2.754051225146684878e+00
3.600000000000000000e+01,-2.764210168628966180e+00
3.700000000000000000e+01,-2.767425876416622632e+00
3.800000000000000000e+01,-2.791436632806065798e+00
3.900000000000000000e+01,-2.810532802784669215e+00
4.000000000000000000e+01,-2.807602565790325855e+00
4.100000000000000000e+01,-2.854550033969860401e+00
4.200000000000000000e+01,-2.770549335430595228e+00
4.300000000000000000e+01,-2.810192380921972877e+00
4.400000000000000000e+01,-2.803056481077760509e+00
4.500000000000000000e+01,-2.835399104426126637e+00
4.600000000000000000e+01,-2.844767711366135821e+00
4.700000000000000000e+01,-2.860780711866259374e+00
4.800000000000000000e+01,-2.875095576151527776e+00
4.900000000000000000e+01,-2.893951762016123919e+00
5.000000000000000000e+01,-2.912750316847986909e+00
5.100000000000000000e+01,-2.940136064487823386e+00
5.200000000000000000e+01,-2.959051649119885941e+00
5.300000000000000000e+01,-2.953548699688631540e+00
5.400000000000000000e+01,-2.976681923401987451e+00
5.500000000000000000e+01,-2.959924982434662954e+00
5.600000000000000000e+01,-2.944231479984091848e+00
5.700000000000000000e+01,-2.937304917656587300e+00
5.800000000000000000e+01,-2.952542642097869319e+00
5.900000000000000000e+01,-2.979866467713398581e+00
6.000000000000000000e+01,-3.016416705380959851e+00
6.100000000000000000e+01,-3.024905569899549729e+00
6.200000000000000000e+01,-3.036538435071189923e+00
6.300000000000000000e+01,-3.079511805242107769e+00
6.400000000000000000e+01,-3.076406178116167567e+00
6.500000000000000000e+01,-3.091290620975741810e+00
6.600000000000000000e+01,-3.083069853319969411e+00
6.700000000000000000e+01,-3.084617726300371121e+00
6.800000000000000000e+01,-3.168876315105821906e+00
6.900000000000000000e+01,-3.097556780721606007e+00
7.000000000000000000e+01,-3.079876967281478528e+00
7.100000000000000000e+01,-3.098265752842218834e+00
7.200000000000000000e+01,-3.108968839286179620e+00
7.300000000000000000e+01,-3.135297404950121880e+00
7.400000000000000000e+01,-3.072086677500085905e+00
7.500000000000000000e+01,-3.080139900163986866e+00
7.600000000000000000e+01,-3.083794131707787045e+00
7.700000000000000000e+01,-3.096621352458035048e+00
7.800000000000000000e+01,-3.098689496072738692e+00
7.900000000000000000e+01,-3.134391521685735427e+00
8.000000000000000000e+01,-3.143181938736328895e+00
8.100000000000000000e+01,-3.155765391248727347e+00
8.200000000000000000e+01,-3.176657783848223282e+00
8.300000000000000000e+01,-3.172023932145350056e+00
8.400000000000000000e+01,-3.110228980890651584e+00
8.500000000000000000e+01,-3.118324611713848338e+00
8.600000000000000000e+01,-3.139233680909311985e+00
8.700000000000000000e+01,-3.153499802879293323e+00
8.800000000000000000e+01,-3.153762080565025716e+00
8.900000000000000000e+01,-3.181709125223907808e+00
9.000000000000000000e+01,-3.183221386473428893e+00
9.100000000000000000e+01,-3.198838365868868383e+00
9.200000000000000000e+01,-3.187878164866832176e+00
9.300000000000000000e+01,-3.196762089937232432e+00
9.400000000000000000e+01,-3.208546364367551806e+00
9.500000000000000000e+01,-3.251693903336844382e+00
9.600000000000000000e+01,-3.222005152076213630e+00
9.700000000000000000e+01,-3.234552344179791206e+00
9.800000000000000000e+01,-3.238319173579824017e+00
9.900000000000000000e+01,-3.262253750495579308e+00
1.000000000000000000e+02,-3.277864647243021068e+00
1.010000000000000000e+02,-3.272441850756534265e+00
1.020000000000000000e+02,-3.281564902237656511e+00
1.030000000000000000e+02,-3.282404985252297624e+00
1.040000000000000000e+02,-3.280242100643041336e+00
1.050000000000000000e+02,-3.289147127842282359e+00
1.060000000000000000e+02,-3.290287394495553741e+00
1.070000000000000000e+02,-3.289563613142187481e+00
1.080000000000000000e+02,-3.292448130409994178e+00
1.090000000000000000e+02,-3.300641414848756838e+00
1.100000000000000000e+02,-3.255478111520406781e+00
1.110000000000000000e+02,-3.256422756851833356e+00
1.120000000000000000e+02,-3.256805255416832523e+00
1.130000000000000000e+02,-3.272795474988901887e+00
1.140000000000000000e+02,-3.273960771617817400e+00
1.150000000000000000e+02,-3.276294192023641028e+00
1.160000000000000000e+02,-3.266208840958200188e+00
1.170000000000000000e+02,-3.205282767000952937e+00
1.180000000000000000e+02,-3.217460887122587820e+00
1.190000000000000000e+02,-3.218056183927441083e+00
1.200000000000000000e+02,-3.199414406861316174e+00
1.210000000000000000e+02,-3.199926902072123713e+00
1.220000000000000000e+02,-3.199127286145917459e+00
1.230000000000000000e+02,-3.212153209318772795e+00
1.240000000000000000e+02,-3.247032584552551615e+00
1.250000000000000000e+02,-3.247800628202903273e+00
1.260000000000000000e+02,-3.243207177630928140e+00
1.270000000000000000e+02,-3.243037932874023976e+00
1.280000000000000000e+02,-3.243827673736416450e+00
1.290000000000000000e+02,-3.246348873970837268e+00
1.300000000000000000e+02,-3.237454368629923085e+00
1.310000000000000000e+02,-3.184334845206079567e+00
1.320000000000000000e+02,-3.191635039161327736e+00
1.330000000000000000e+02,-3.192214466849581989e+00
1.340000000000000000e+02,-3.206982718133602805e+00
1.350000000000000000e+02,-3.210787094245492135e+00
1.360000000000000000e+02,-3.222140283113831494e+00
1.370000000000000000e+02,-3.231611182262669413e+00
1.380000000000000000e+02,-3.212875699060881995e+00
1.390000000000000000e+02,-3.213760683289565545e+00
1.400000000000000000e+02,-3.214012006732070770e+00
1.410000000000000000e+02,-3.186726878459607004e+00
1.420000000000000000e+02,-3.195513478648339678e+00
1.430000000000000000e+02,-3.208655939916180255e+00
1.440000000000000000e+02,-3.234204709359790542e+00
1.450000000000000000e+02,-3.240963279521207330e+00
1.460000000000000000e+02,-3.254356378575267605e+00
1.470000000000000000e+02,-3.254464351137996037e+00
1.480000000000000000e+02,-3.255212817558373661e+00
1.490000000000000000e+02,-3.258339634950744745e+00
1.500000000000000000e+02,-3.259402547500542369e+00
