episode,mean_V
0.000000000000000000e+00,5.928571428571429748e-03
1.000000000000000000e+00,6.144213737704919652e-03
2.000000000000000000e+00,4.537826666801606131e-03
3.000000000000000000e+00,1.459099532117032671e-03
4.000000000000000000e+00,1.216632348263220389e-03
5.000000000000000000e+00,1.973651488809256404e-03
6.000000000000000000e+00,2.856104508303701581e-03
7.000000000000000000e+00,3.451541749841876335e-03
8.000000000000000000e+00,1.970895957571255214e-03
9.000000000000000000e+00,9.766377145362270962e-04
1.000000000000000000e+01,-4.423291212958164048e-06
1.100000000000000000e+01,-9.978549304256671259e-04
1.200000000000000000e+01,-1.666414295720539595e-03
1.300000000000000000e+01,-3.068572792324384367e-03
1.400000000000000000e+01,-4.533767363443431779e-03
1.500000000000000000e+01,-4.350394148274036761e-03
1.600000000000000000e+01,-4.937623506982321935e-03
1.700000000000000000e+01,-4.668486618104926086e-03
1.800000000000000000e+01,-5.692070961753797724e-03
1.900000000000000000e+01,-5.256461685058762788e-03
2.000000000000000000e+01,-5.871199160416527840e-03
2.100000000000000000e+01,-6.247834141999201313e-03
2.200000000000000000e+01,-6.841623131110453893e-03
2.300000000000000000e+01,-7.458146263206275918e-03
2.400000000000000000e+01,-7.864464373832072766e-03
2.500000000000000000e+01,-7.753487938668378147e-03
2.600000000000000000e+01,-7.515843729176266592e-03
2.700000000000000000e+01,-9.211798990806161283e-03
2.800000000000000000e+01,-1.025043075450449322e-02
2.900000000000000000e+01,-1.088031629763965523e-02
3.000000000000000000e+01,-1.122025214663136330e-02
3.100000000000000000e+01,-1.046110489534826313e-02
3.200000000000000000e+01,-1.114820967535514080e-02
3.300000000000000000e+01,-1.060294468784079604e-02
3.400000000000000000e+01,-1.131532094026617072e-02
3.500000000000000000e+01,-1.091322577062681792e-02
3.600000000000000000e+01,-1.152615014562386429e-02
3.700000000000000000e+01,-1.173900592905968536e-02
3.800000000000000000e+01,-1.126847976916547575e-02
3.900000000000000000e+01,-1.197059040579946491e-02
4.000000000000000000e+01,-1.246878786935514717e-02
4.100000000000000000e+01,-1.274974027509729289e-02
4.200000000000000000e+01,-1.294750454372984791e-02
4.300000000000000000e+01,-1.387440909387362663e-02
4.400000000000000000e+01,-1.456463532207763305e-02
4.500000000000000000e+01,-1.559200934989226142e-02
4.600000000000000000e+01,-1.594550863118951098e-02
4.700000000000000000e+01,-1.707587412772065827e-02
4.800000000000000000e+01,-1.767647639081472780e-02
4.900000000000000000e+01,-1.833583317821945932e-02
5.000000000000000000e+01,-1.947096089496939617e-02
5.100000000000000000e+01,-1.961702137910026691e-02
5.200000000000000000e+01,-1.963853278712785963e-02
5.300000000000000000e+01,-1.909192600339901583e-02
5.400000000000000000e+01,-1.904040596881007713e-02
5.500000000000000000e+01,-1.982800903855549621e-02
5.600000000000000000e+01,-2.063946842534132922e-02
5.700000000000000000e+01,-2.099978472231310914e-02
5.800000000000000000e+01,-2.167208805724259862e-02
5.900000000000000000e+01,-2.218877952087188604e-02
6.000000000000000000e+01,-2.279979838935319858e-02
6.100000000000000000e+01,-2.332147077969288704e-02
6.200000000000000000e+01,-2.370554812268400521e-02
6.300000000000000000e+01,-2.358353072924706736e-02
6.400000000000000000e+01,-2.387566035775012460e-02
6.500000000000000000e+01,-2.458885518742475948e-02
6.600000000000000000e+01,-2.531747633089140651e-02
6.700000000000000000e+01,-2.636092642397264846e-02
6.800000000000000000e+01,-2.653013201960030196e-02
6.900000000000000000e+01,-2.656666679733702199e-02
7.000000000000000000e+01,-2.769734146305046635e-02
7.100000000000000000e+01,-2.852385132943098880e-02
7.200000000000000000e+01,-2.863003966049321170e-02
7.300000000000000000e+01,-2.942008867783841783e-02
7.400000000000000000e+01,-2.991765963861025071e-02
7.500000000000000000e+01,-3.043636783759304243e-02
7.600000000000000000e+01,-3.079400082946161243e-02
7.700000000000000000e+01,-3.125770811766676732e-02
7.800000000000000000e+01,-3.141595545885499802e-02
7.900000000000000000e+01,-3.185667356910784620e-02
8.000000000000000000e+01,-3.177067149322713308e-02
8.100000000000000000e+01,-3.238605604265173965e-02
8.200000000000000000e+01,-3.243969265905381760e-02
8.300000000000000000e+01,-3.300584582764590907e-02
8.400000000000000000e+01,-3.352587341491766043e-02
8.500000000000000000e+01,-3.388657981385802959e-02
8.600000000000000000e+01,-3.355388452839208613e-02
8.700000000000000000e+01,-3.394765358227307822e-02
8.800000000000000000e+01,-3.460731539545502250e-02
8.900000000000000000e+01,-3.534879295875647393e-02
9.000000000000000000e+01,-3.594667451180459661e-02
9.100000000000000000e+01,-3.631733774426188638e-02
9.200000000000000000e+01,-3.671483057791315868e-02
9.300000000000000000e+01,-3.723608432371497412e-02
9.400000000000000000e+01,-3.675998960951099015e-02
9.500000000000000000e+01,-3.732846298828938064e-02
9.600000000000000000e+01,-3.813641432257777047e-02
9.700000000000000000e+01,-3.888210907872323430e-02
9.800000000000000000e+01,-3.850866015578988111e-02
9.900000000000000000e+01,-3.895240016906881264e-02
1.000000000000000000e+02,-3.921063243739490028e-02
1.010000000000000000e+02,-3.963248457572253469e-02
1.020000000000000000e+02,-4.034447639623624238e-02
1.030000000000000000e+02,-4.098806746300418663e-02
1.040000000000000000e+02,-4.164307167165909318e-02
1.050000000000000000e+02,-4.220417474344252684e-02
1.060000000000000000e+02,-4.241886751984961373e-02
1.070000000000000000e+02,-4.297471252218188625e-02
1.080000000000000000e+02,-4.348459420511604362e-02
1.090000000000000000e+02,-4.396354166826994814e-02
1.100000000000000000e+02,-4.449568206057329112e-02
1.110000000000000000e+02,-4.558815838622336247e-02
1.120000000000000000e+02,-4.520893344737584446e-02
1.130000000000000000e+02,-4.533631118270091409e-02
1.140000000000000000e+02,-4.615977217117876036e-02
1.150000000000000000e+02,-4.673065760328645041e-02
1.160000000000000000e+02,-4.735006167738088634e-02
1.170000000000000000e+02,-4.766681251281179588e-02
1.180000000000000000e+02,-4.833933597351910277e-02
1.190000000000000000e+02,-4.837049496263501336e-02
1.200000000000000000e+02,-4.771203216123316715e-02
1.210000000000000000e+02,-4.799643560956808747e-02
1.220000000000000000e+02,-4.861108220688597353e-02
1.230000000000000000e+02,-4.947432469024989204e-02
1.240000000000000000e+02,-5.032244089653832575e-02
1.250000000000000000e+02,-5.097463568899948672e-02
1.260000000000000000e+02,-5.116415461430528361e-02
1.270000000000000000e+02,-5.207192585358432629e-02
1.280000000000000000e+02,-5.002878516567621503e-02
1.290000000000000000e+02,-5.057674309815392982e-02
1.300000000000000000e+02,-5.087382499812438674e-02
1.310000000000000000e+02,-5.108600413151671848e-02
1.320000000000000000e+02,-5.168452844532536034e-02
1.330000000000000000e+02,-5.035879557513308485e-02
1.340000000000000000e+02,-5.098642645182586974e-02
1.350000000000000000e+02,-5.063814523681028218e-02
1.360000000000000000e+02,-5.127576845111506132e-02
1.370000000000000000e+02,-5.192593248154679653e-02
1.380000000000000000e+02,-5.216588136863468950e-02
1.390000000000000000e+02,-5.289385382203208585e-02
1.400000000000000000e+02,-5.316912495268233396e-02
1.410000000000000000e+02,-5.384643398142578696e-02
1.420000000000000000e+02,-5.407636996897236675e-02
1.430000000000000000e+02,-5.481715579342907874e-02
1.440000000000000000e+02,-5.427999931064533129e-02
1.450000000000000000e+02,-5.460691967942965519e-02
1.460000000000000000e+02,-5.507186447341702595e-02
1.470000000000000000e+02,-5.569883538843833914e-02
1.480000000000000000e+02,-5.611386774618878914e-02
1.490000000000000000e+02,-5.685897962885850393e-02
1.500000000000000000e+02,-5.753232645734396994e-02
1.510000000000000000e+02,-5.801555500125938486e-02
1.520000000000000000e+02,-5.822345253374212881e-02
1.530000000000000000e+02,-5.883776441846273741e-02
1.540000000000000000e+02,-5.937340805904363361e-02
1.550000000000000000e+02,-6.046856553333466305e-02
