episode,mean_V
0.000000000000000000e+00,-9.995743652207565999e-01
1.000000000000000000e+00,-1.080318079875897785e+00
2.000000000000000000e+00,-1.608652696682325800e+00
3.000000000000000000e+00,-1.476784384897943614e+00
4.000000000000000000e+00,-1.295891071880837631e+00
5.000000000000000000e+00,-1.360501505243782772e+00
6.000000000000000000e+00,-1.564980965170299942e+00
7.000000000000000000e+00,-1.733990477120917584e+00
8.000000000000000000e+00,-1.966499471878959238e+00
9.000000000000000000e+00,-1.960831271223923089e+00
1.000000000000000000e+01,-1.700817333491832839e+00
1.100000000000000000e+01,-1.865974603184367808e+00
1.200000000000000000e+01,-1.996859186387781815e+00
1.300000000000000000e+01,-2.051732799898143167e+00
1.400000000000000000e+01,-1.948769426930325510e+00
1.500000000000000000e+01,-1.993745321575640439e+00
1.600000000000000000e+01,-1.999139034286594452e+00
1.700000000000000000e+01,-2.091806277126252223e+00
1.800000000000000000e+01,-2.165851802141284033e+00
1.900000000000000000e+01,-2.024667728578450898e+00
2.000000000000000000e+01,-2.009452515853217935e+00
2.100000000000000000e+01,-2.100443704226714559e+00
2.200000000000000000e+01,-2.157327982495664820e+00
2.300000000000000000e+01,-2.214540915696013634e+00
2.400000000000000000e+01,-2.198130569827894565e+00
2.500000000000000000e+01,-2.207372935789591928e+00
2.600000000000000000e+01,-2.225737724480303381e+00
2.700000000000000000e+01,-2.299010728658388736e+00
2.800000000000000000e+01,-2.354227027065711297e+00
2.900000000000000000e+01,-2.392429826007435256e+00
3.000000000000000000e+01,-2.446103462097108050e+00
3.100000000000000000e+01,-2.439811349531844531e+00
3.200000000000000000e+01,-2.488417913524458402e+00
3.300000000000000000e+01,-2.544703336014559003e+00
3.400000000000000000e+01,-2.602776499817259559e+00
3.500000000000000000e+01,-2.606117707139428141e+00
3.600000000000000000e+01,-2.601869344388306526e+00
3.700000000000000000e+01,-2.599397714424001915e+00
3.800000000000000000e+01,-2.600906817407364624e+00
3.900000000000000000e+01,-2.597942318101852166e+00
4.000000000000000000e+01,-2.639104482093061144e+00
4.100000000000000000e+01,-2.711845990671853723e+00
4.200000000000000000e+01,-2.737243535819619211e+00
4.300000000000000000e+01,-2.756715309642524758e+00
4.400000000000000000e+01,-2.721184501098136810e+00
4.500000000000000000e+01,-2.725296234665234518e+00
4.600000000000000000e+01,-2.758715216367608303e+00
4.700000000000000000e+01,-2.765631492917258960e+00
4.800000000000000000e+01,-2.814949252293349247e+00
4.900000000000000000e+01,-2.859112375894268698e+00
5.000000000000000000e+01,-2.874718503000317060e+00
5.100000000000000000e+01,-2.910109648774332758e+00
5.200000000000000000e+01,-2.937927732132954439e+00
5.300000000000000000e+01,-2.939879038330246885e+00
5.400000000000000000e+01,-2.957115573944005149e+00
5.500000000000000000e+01,-2.974675793609897312e+00
5.600000000000000000e+01,-2.908762499090362219e+00
5.700000000000000000e+01,-2.911543328299094568e+00
5.800000000000000000e+01,-2.933558458202318420e+00
5.900000000000000000e+01,-2.945850390303912825e+00
6.000000000000000000e+01,-2.967717077773721623e+00
6.100000000000000000e+01,-2.969284740995721705e+00
6.200000000000000000e+01,-2.958701275351628190e+00
6.300000000000000000e+01,-2.973894116809165045e+00
6.400000000000000000e+01,-2.991425245644323994e+00
6.500000000000000000e+01,-2.987668140750555423e+00
6.600000000000000000e+01,-2.991547110983617141e+00
6.700000000000000000e+01,-3.084873340513870854e+00
6.800000000000000000e+01,-3.113998680784037631e+00
6.900000000000000000e+01,-3.152473104176188201e+00
7.000000000000000000e+01,-3.158898097869477617e+00
7.100000000000000000e+01,-3.188374392613060770e+00
7.200000000000000000e+01,-3.153967810622273049e+00
7.300000000000000000e+01,-3.153698457013506928e+00
7.400000000000000000e+01,-3.170087625195882275e+00
7.500000000000000000e+01,-3.189842409240573495e+00
7.600000000000000000e+01,-3.240248612330940858e+00
7.700000000000000000e+01,-3.253716202468746488e+00
7.800000000000000000e+01,-3.255492196234980984e+00
7.900000000000000000e+01,-3.239315521108415474e+00
8.000000000000000000e+01,-3.195790256835289611e+00
8.100000000000000000e+01,-3.202581576090758997e+00
8.200000000000000000e+01,-3.228943436359213770e+00
8.300000000000000000e+01,-3.254722213596281222e+00
8.400000000000000000e+01,-3.266600550987149187e+00
8.500000000000000000e+01,-3.268961853471243018e+00
8.600000000000000000e+01,-3.199744369949443445e+00
8.700000000000000000e+01,-3.214329017142604883e+00
8.800000000000000000e+01,-3.214599809628879701e+00
8.900000000000000000e+01,-3.225223704954180537e+00
9.000000000000000000e+01,-3.236013103881048458e+00
9.100000000000000000e+01,-3.233584700067564377e+00
9.200000000000000000e+01,-3.282739413922934890e+00
9.300000000000000000e+01,-3.283948051865918760e+00
9.400000000000000000e+01,-3.284371361441382309e+00
9.500000000000000000e+01,-3.242020254693168457e+00
9.600000000000000000e+01,-3.283945129613511593e+00
9.700000000000000000e+01,-3.269085970087667992e+00
9.800000000000000000e+01,-3.272525248823137556e+00
9.900000000000000000e+01,-3.270720591094197882e+00
1.000000000000000000e+02,-3.278163011510517588e+00
1.010000000000000000e+02,-3.280023867683399263e+00
1.020000000000000000e+02,-3.282095918000995205e+00
1.030000000000000000e+02,-3.283183686789886480e+00
1.040000000000000000e+02,-3.284097354278867620e+00
1.050000000000000000e+02,-3.279431120548042866e+00
1.060000000000000000e+02,-3.266869756897453403e+00
1.070000000000000000e+02,-3.267013065768104241e+00
1.080000000000000000e+02,-3.295464461255575905e+00
1.090000000000000000e+02,-3.251693859218302673e+00
1.100000000000000000e+02,-3.248302329332568128e+00
1.110000000000000000e+02,-3.244100428963662353e+00
1.120000000000000000e+02,-3.244841867015300974e+00
1.130000000000000000e+02,-3.264166441968932464e+00
1.140000000000000000e+02,-3.267550447875665842e+00
1.150000000000000000e+02,-3.280967229263223484e+00
1.160000000000000000e+02,-3.306488842655316063e+00
1.170000000000000000e+02,-3.303450390553080318e+00
1.180000000000000000e+02,-3.303388610114887047e+00
1.190000000000000000e+02,-3.315077805103559427e+00
1.200000000000000000e+02,-3.330295591773795749e+00
1.210000000000000000e+02,-3.348834246534500014e+00
1.220000000000000000e+02,-3.363041463642352014e+00
1.230000000000000000e+02,-3.343263137005696883e+00
1.240000000000000000e+02,-3.351722935911263246e+00
1.250000000000000000e+02,-3.369028862937518021e+00
1.260000000000000000e+02,-3.370174131101359105e+00
1.270000000000000000e+02,-3.371681988454875434e+00
1.280000000000000000e+02,-3.390603380539872092e+00
1.290000000000000000e+02,-3.386126990567424055e+00
1.300000000000000000e+02,-3.387101599735335089e+00
1.310000000000000000e+02,-3.393672023593076403e+00
1.320000000000000000e+02,-3.400749589649509019e+00
1.330000000000000000e+02,-3.402578627106461973e+00
1.340000000000000000e+02,-3.403123184047125882e+00
1.350000000000000000e+02,-3.419148101925967964e+00
1.360000000000000000e+02,-3.420380032864744901e+00
1.370000000000000000e+02,-3.421522832431588945e+00
1.380000000000000000e+02,-3.405108209551741982e+00
1.390000000000000000e+02,-3.405903787706341834e+00
1.400000000000000000e+02,-3.405733176944178098e+00
1.410000000000000000e+02,-3.411267511873441904e+00
1.420000000000000000e+02,-3.412851767331113173e+00
1.430000000000000000e+02,-3.414923435224568316e+00
1.440000000000000000e+02,-3.423265444492996856e+00
1.450000000000000000e+02,-3.430886992759471177e+00
1.460000000000000000e+02,-3.431941395913822745e+00
1.470000000000000000e+02,-3.420013406192782046e+00
1.480000000000000000e+02,-3.433964395794236513e+00
1.490000000000000000e+02,-3.439565663148355767e+00
1.500000000000000000e+02,-3.446573778219861772e+00
1.510000000000000000e+02,-3.458755024194376304e+00
1.520000000000000000e+02,-3.458908480086994253e+00
1.530000000000000000e+02,-3.463310107977577879e+00
1.540000000000000000e+02,-3.440903776598996711e+00
1.550000000000000000e+02,-3.444475733252464700e+00
1.560000000000000000e+02,-3.435470965557652523e+00
1.570000000000000000e+02,-3.472857800282038720e+00
1.580000000000000000e+02,-3.469137073042657171e+00
1.590000000000000000e+02,-3.471682492340181891e+00
1.600000000000000000e+02,-3.463164279046088811e+00
1.610000000000000000e+02,-3.460315840376772645e+00
1.620000000000000000e+02,-3.461448709972154258e+00
1.630000000000000000e+02,-3.477310063205117263e+00
1.640000000000000000e+02,-3.490179770714310514e+00
1.650000000000000000e+02,-3.485118414615277604e+00
1.660000000000000000e+02,-3.484747361750005989e+00
1.670000000000000000e+02,-3.492666846283086102e+00
1.680000000000000000e+02,-3.486925448998879684e+00
1.690000000000000000e+02,-3.487381647214238711e+00
1.700000000000000000e+02,-3.471961144633646690e+00
1.710000000000000000e+02,-3.472359664211562169e+00
1.720000000000000000e+02,-3.472940605677715009e+00
1.730000000000000000e+02,-3.473894754875865853e+00
1.740000000000000000e+02,-3.473763385074923438e+00
1.750000000000000000e+02,-3.479218077039505808e+00
1.760000000000000000e+02,-3.480556145504385857e+00
1.770000000000000000e+02,-3.471030726826476620e+00
1.780000000000000000e+02,-3.481425677563477539e+00
1.790000000000000000e+02,-3.488939753418722312e+00
1.800000000000000000e+02,-3.474227287392679386e+00
1.810000000000000000e+02,-3.458772617329950005e+00
1.820000000000000000e+02,-3.459279539069851417e+00
1.830000000000000000e+02,-3.460360013760202413e+00
1.840000000000000000e+02,-3.461196614983782283e+00
1.850000000000000000e+02,-3.471543025948652605e+00
1.860000000000000000e+02,-3.471936057822549770e+00
1.870000000000000000e+02,-3.477140998988207610e+00
1.880000000000000000e+02,-3.477823308427332893e+00
1.890000000000000000e+02,-3.479114062668079654e+00
1.900000000000000000e+02,-3.480548551850236816e+00
1.910000000000000000e+02,-3.489029066199663465e+00
1.920000000000000000e+02,-3.490240482582142256e+00
1.930000000000000000e+02,-3.504455833299747525e+00
1.940000000000000000e+02,-3.504086071594366469e+00
1.950000000000000000e+02,-3.500603235070439023e+00
1.960000000000000000e+02,-3.499881836752925857e+00
1.970000000000000000e+02,-3.489610935214846332e+00
1.980000000000000000e+02,-3.495859509821309441e+00
1.990000000000000000e+02,-3.486183977230550290e+00
2.000000000000000000e+02,-3.495751167982918961e+00
2.010000000000000000e+02,-3.496728541251810540e+00
2.020000000000000000e+02,-3.499228917313498943e+00
2.030000000000000000e+02,-3.455550409188737238e+00
2.040000000000000000e+02,-3.456279293161810262e+00
2.050000000000000000e+02,-3.455112193407245069e+00
2.060000000000000000e+02,-3.437029883934926033e+00
2.070000000000000000e+02,-3.437522791733306882e+00
2.080000000000000000e+02,-3.453978978610878325e+00
2.090000000000000000e+02,-3.463151049626785216e+00
2.100000000000000000e+02,-3.463556979841051042e+00
2.110000000000000000e+02,-3.462490853280175251e+00
2.120000000000000000e+02,-3.462935780904902838e+00
2.130000000000000000e+02,-3.463739872359144378e+00
2.140000000000000000e+02,-3.460011610689853967e+00
2.150000000000000000e+02,-3.449996407384340102e+00
2.160000000000000000e+02,-3.450550821276257007e+00
2.170000000000000000e+02,-3.451347508661751551e+00
2.180000000000000000e+02,-3.451175313413198609e+00
2.190000000000000000e+02,-3.451909965908769973e+00
2.200000000000000000e+02,-3.449498013868252499e+00
2.210000000000000000e+02,-3.391789473541261923e+00
2.220000000000000000e+02,-3.400382552473548703e+00
2.230000000000000000e+02,-3.400778235218653744e+00
2.240000000000000000e+02,-3.408457172100657129e+00
2.250000000000000000e+02,-3.408725199620539215e+00
2.260000000000000000e+02,-3.415288261423714555e+00
2.270000000000000000e+02,-3.429455688572943473e+00
2.280000000000000000e+02,-3.432783233643478038e+00
2.290000000000000000e+02,-3.433247241021232465e+00
2.300000000000000000e+02,-3.427505918417888431e+00
2.310000000000000000e+02,-3.428041535075008195e+00
2.320000000000000000e+02,-3.428808784110724428e+00
2.330000000000000000e+02,-3.429107440625946523e+00
2.340000000000000000e+02,-3.430273548414363827e+00
2.350000000000000000e+02,-3.431067427823960791e+00
2.360000000000000000e+02,-3.432737092111063149e+00
2.370000000000000000e+02,-3.419281149925375463e+00
2.380000000000000000e+02,-3.419714498305598482e+00
2.390000000000000000e+02,-3.419995327614627989e+00
2.400000000000000000e+02,-3.419123522867240084e+00
2.410000000000000000e+02,-3.421250418176923880e+00
2.420000000000000000e+02,-3.421661723078704309e+00
2.430000000000000000e+02,-3.421992301434651829e+00
2.440000000000000000e+02,-3.381450824057330884e+00
2.450000000000000000e+02,-3.380399887870862763e+00
2.460000000000000000e+02,-3.379744473475849720e+00
2.470000000000000000e+02,-3.380120981087513687e+00
2.480000000000000000e+02,-3.380455283932868760e+00
2.490000000000000000e+02,-3.381149064454296305e+00
2.500000000000000000e+02,-3.381519372112248512e+00
2.510000000000000000e+02,-3.389589648309312420e+00
2.520000000000000000e+02,-3.380809682521233483e+00
2.530000000000000000e+02,-3.381160096849059382e+00
2.540000000000000000e+02,-3.381893220177748294e+00
2.550000000000000000e+02,-3.385986257836206104e+00
2.560000000000000000e+02,-3.386525428629689305e+00
2.570000000000000000e+02,-3.382392019953357476e+00
2.580000000000000000e+02,-3.385377985675527501e+00
2.590000000000000000e+02,-3.382623893236663903e+00
2.600000000000000000e+02,-3.382532760819014772e+00
2.610000000000000000e+02,-3.383830688635490969e+00
2.620000000000000000e+02,-3.345965085696997132e+00
2.630000000000000000e+02,-3.345884877846430072e+00
2.640000000000000000e+02,-3.346533937933217295e+00
2.650000000000000000e+02,-3.332032107290994638e+00
2.660000000000000000e+02,-3.332075255129834712e+00
2.670000000000000000e+02,-3.332600170961272923e+00
2.680000000000000000e+02,-3.332277136276257323e+00
2.690000000000000000e+02,-3.332473941045380528e+00
2.700000000000000000e+02,-3.334738418500979851e+00
2.710000000000000000e+02,-3.334812579000242305e+00
2.720000000000000000e+02,-3.336743734604087575e+00
2.730000000000000000e+02,-3.336912531861062625e+00
2.740000000000000000e+02,-3.345852798533614170e+00
2.750000000000000000e+02,-3.344489286391648886e+00
2.760000000000000000e+02,-3.344538948094067266e+00
2.770000000000000000e+02,-3.344861260715706219e+00
2.780000000000000000e+02,-3.345295157717525392e+00
2.790000000000000000e+02,-3.353963198225955900e+00
2.800000000000000000e+02,-3.350160830237236542e+00
2.810000000000000000e+02,-3.350620973562606686e+00
2.820000000000000000e+02,-3.357349828528317204e+00
